,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Temp,Wind Speed
338,Townsville,0,AU,1535236200,73,-19.26,146.82,73.4,73.4,5.82
339,Ushtobe,80,KZ,1535237426,65,45.25,77.98,59.06,59.06,7.54
340,Yerbogachen,12,RU,1535237426,94,61.28,108.01,51.32,51.32,3.62
341,Fare,8,PF,1535237248,100,-16.7,-151.02,78.14,78.14,0.94
342,Ahuimanu,90,US,1535235600,84,21.44,-157.84,82.94,80.74,11.41
343,Provideniya,56,RU,1535237427,95,64.42,-173.23,47.81,47.81,12.01
344,Atar,0,MR,1535237427,20,20.52,-13.05,84.44,84.44,6.53
345,Dudinka,64,RU,1535237427,98,69.41,86.18,54.83,54.83,4.07
346,Puri,20,ID,1535234400,83,-7.54,112.45,71.6,71.6,2.24
347,Adre,36,TD,1535237428,97,13.47,22.2,63.83,63.83,2.73
348,Ancud,92,CL,1535237425,97,-41.87,-73.83,50.42,50.42,8.55
349,Flinders,90,AU,1535234400,87,-34.58,150.85,51.8,51.8,10.29
350,Montesilvano,0,IT,1535233800,50,42.51,14.15,78.8,78.8,10.29
351,Mocuba,0,MZ,1535237429,92,-16.84,36.99,64.73,64.73,2.62
352,Natal,40,BR,1535234400,69,-5.81,-35.21,78.8,78.8,17.22
353,Muisne,0,EC,1535237430,77,0.61,-80.02,76.07,76.07,6.2
354,Verkhnevilyuysk,0,RU,1535237430,76,63.45,120.31,55.1,55.1,3.4
355,Kununurra,0,AU,1535236200,63,-15.77,128.74,60.8,60.8,3.36
356,Shubarkuduk,0,KZ,1535237431,81,49.15,56.49,52.13,52.13,8.66
357,Qidong,92,CN,1535237431,100,31.81,121.66,80.3,80.3,17.27
358,San Patricio,0,PY,1535237242,69,-26.98,-56.83,47.09,47.09,3.18
359,Eyl,0,SO,1535237431,69,7.98,49.82,77.24,77.24,24.65
360,Arkhangelsk,20,RU,1535234400,77,64.54,40.54,62.6,62.6,11.18
361,Havoysund,68,NO,1535235600,100,71.0,24.66,48.2,48.2,14.99
362,Nioro,68,GM,1535237432,91,13.79,-15.05,78.77,78.77,9.44
363,Hamilton,75,CA,1535235060,69,43.26,-79.87,77.0,73.0,14.99
364,Linfen,0,CN,1535237433,78,36.09,111.52,70.4,70.4,2.95
365,San Rafael,0,AR,1535237434,44,-34.61,-68.33,44.21,44.21,3.74
366,Ambon,0,FR,1535236200,87,47.55,-2.56,53.6,53.6,4.63
367,Clinton,40,US,1535235300,58,41.84,-90.19,89.96,86.86,4.7
368,Berlevag,12,NO,1535237435,92,70.86,29.09,51.95,51.95,17.49
369,Nanortalik,24,GL,1535237323,98,60.14,-45.24,39.89,39.89,4.52
370,Whitehorse,75,CA,1535234400,66,60.72,-135.06,55.4,55.4,9.17
371,Srivardhan,92,IN,1535237436,100,18.03,73.02,72.29,72.29,8.21
372,Faya,0,SA,1535234400,47,18.39,42.45,75.2,73.35,5.19
373,Opotiki,0,NZ,1535237436,100,-38.01,177.29,54.92,54.92,2.51
374,Pritzwalk,0,DE,1535237436,84,53.15,12.18,50.96,50.96,11.45
375,Ayagoz,0,KZ,1535237436,73,47.96,80.43,44.12,44.12,1.95
376,Vila,40,IT,1535235600,88,45.18,8.4,66.2,64.4,2.24
377,Ambatofinandrahana,76,MG,1535237437,92,-20.55,46.8,43.13,43.13,2.39
378,Zhanaozen,0,KZ,1535237437,37,43.35,52.85,57.44,57.44,5.64
379,Namibe,0,AO,1535237438,100,-15.19,12.15,64.19,64.19,10.45
380,Nhulunbuy,40,AU,1535236200,88,-12.18,136.78,75.2,75.2,4.7
381,Chegutu,0,ZW,1535237438,68,-18.13,30.15,61.67,61.67,10.78
382,Manthani,100,IN,1535237438,87,18.65,79.67,75.98,75.98,11.12
383,Saskylakh,0,RU,1535237439,90,71.97,114.09,47.99,47.99,5.97
384,Chuy,0,UY,1535237439,81,-33.69,-53.46,45.2,45.2,20.29
385,Vanimo,80,PG,1535237439,100,-2.67,141.3,77.78,77.78,5.75
386,Luderitz,0,NA,1535237439,89,-26.65,15.16,50.15,50.15,4.41
387,Kieta,0,PG,1535237440,95,-6.22,155.63,81.83,81.83,2.17
388,Tecoanapa,40,MX,1535233320,70,16.99,-99.26,87.8,87.8,8.05
389,Soe,88,EE,1535233800,100,57.91,26.05,57.2,57.2,8.05
390,Nirmal,92,IN,1535237440,88,19.09,78.35,74.36,74.36,11.56
391,Helong,64,CN,1535237440,97,25.94,116.13,72.47,72.47,3.18
392,Polunochnoye,12,RU,1535237441,94,60.87,60.43,54.2,54.2,7.43
393,Santa Catalina,36,PH,1535237441,79,9.33,122.86,80.57,80.57,3.4
394,Rawson,8,AR,1535237264,53,-43.3,-65.11,53.03,53.03,5.53
395,Benguela,36,AO,1535237442,100,-12.58,13.4,67.97,67.97,6.2
396,Touros,100,BR,1535237442,97,-5.2,-35.46,75.44,75.44,16.49
397,Paldiski,0,EE,1535235600,93,59.35,24.08,55.4,55.4,6.93
398,Mae Sai,0,MM,1535234400,100,20.44,99.89,75.2,75.2,6.93
399,Yining,68,CN,1535237443,96,29.04,114.56,72.92,72.92,2.95
400,Knysna,92,ZA,1535235600,87,-34.04,23.05,51.8,51.8,25.28
401,Boa Vista,40,BR,1535234400,49,2.82,-60.67,91.4,91.4,8.05
402,Lucea,20,JM,1535234400,66,18.44,-78.17,87.8,87.8,18.34
403,Bahia Blanca,0,AR,1535237433,58,-38.72,-62.27,49.16,49.16,9.44
404,Cabedelo,75,BR,1535234400,83,-6.97,-34.84,75.2,75.2,10.29
405,Sambava,80,MG,1535237445,100,-14.27,50.17,70.13,70.13,12.24
406,Northampton,48,GB,1535235600,81,52.24,-0.9,50.0,49.42,4.7
407,Lekoni,44,GA,1535237445,93,-1.58,14.26,69.95,69.95,3.62
408,Erzin,20,TR,1535235600,78,36.95,36.2,80.6,79.83,2.24
409,Hirara,40,JP,1535234400,88,24.8,125.28,80.6,80.6,12.75
410,Kayes,36,ML,1535237446,96,14.44,-11.44,72.65,72.65,10.78
411,Leonidovo,92,RU,1535237446,100,49.28,142.87,53.39,53.39,3.62
412,Jitra,75,MY,1535234400,94,6.27,100.42,77.0,77.0,3.62
413,Anahuac,1,US,1535235300,45,29.77,-94.68,93.92,92.61,10.29
414,Sechura,0,PE,1535237447,81,-5.56,-80.82,68.87,68.87,11.56
415,Am Timan,92,TD,1535237448,92,11.04,20.28,70.67,70.67,7.43
416,Creel,56,MX,1535237448,94,27.75,-107.63,60.95,60.95,1.61
417,Raudeberg,92,NO,1535235600,93,61.99,5.14,48.2,48.2,4.7
418,Pangody,20,RU,1535237448,97,65.85,74.49,54.65,54.65,13.47
419,Puerto Escondido,40,MX,1535233500,66,15.86,-97.07,87.8,87.8,9.17
420,Twentynine Palms,1,US,1535234160,17,34.14,-116.05,105.08,102.81,9.17
421,Coquimbo,0,CL,1535234400,71,-29.95,-71.34,57.2,57.2,9.17
422,Fandriana,76,MG,1535237449,93,-20.24,47.38,52.13,52.13,2.62
423,Kushiro,75,JP,1535236140,100,43.11,144.15,57.2,57.2,9.17
424,Pangkalanbuun,12,ID,1535237450,96,-2.68,111.62,76.52,76.52,4.52
425,Sabang,20,PH,1535237218,83,13.72,123.58,83.99,83.99,11.68
426,Lodwar,24,KE,1535237450,87,3.12,35.6,69.5,69.5,3.18
427,Borodyanka,0,UA,1535234400,59,50.64,29.92,68.0,67.17,4.41
428,Jawhar,92,IN,1535237451,100,19.91,73.23,72.2,72.2,8.66
429,Havre-Saint-Pierre,20,CA,1535234400,82,50.23,-63.6,62.6,62.6,12.75
430,Mount Dora,75,US,1535234880,79,28.8,-81.64,84.02,80.13,9.17
431,Waingapu,0,ID,1535237451,82,-9.65,120.26,72.83,72.83,4.41
432,Apt,0,FR,1535236200,55,43.88,5.4,68.0,65.48,19.46
433,Preobrazheniye,92,RU,1535237452,100,42.9,133.91,58.52,58.52,2.17
434,Broome,0,GB,1535234160,87,52.47,1.45,51.44,49.93,3.36
435,Hobyo,8,SO,1535237453,88,5.35,48.53,73.28,73.28,19.51
436,Northam,0,GB,1535233800,55,51.04,-4.21,60.8,58.08,6.93
437,Krutikha,0,RU,1535237453,97,53.96,81.21,51.95,51.95,6.53
438,Tautira,75,PF,1535236200,65,-17.73,-149.15,82.4,82.4,9.17
439,Lillooet,75,CA,1535236260,77,50.69,-121.94,60.8,60.8,2.24
440,Harper,1,US,1535235300,25,30.3,-99.24,96.98,96.24,9.17
441,Chirala,68,IN,1535237454,91,15.82,80.35,81.47,81.47,10.78
442,Suleja,20,NG,1535234400,73,9.18,7.18,77.0,77.0,2.24
443,Sayyan,32,YE,1535237454,34,15.17,44.32,63.2,63.2,3.4
444,Mogoytuy,88,RU,1535237455,88,51.28,114.93,64.19,64.19,4.97
445,Palmer,90,US,1535234160,77,61.6,-149.11,60.98,59.74,5.82
446,Yermekeyevo,0,RU,1535237455,90,54.07,53.67,46.73,46.73,3.06
447,Terrace,90,CA,1535234400,63,54.52,-128.61,64.4,64.4,8.05
448,Rocha,24,UY,1535237456,80,-34.48,-54.34,42.68,42.68,13.02
449,Fallon,1,US,1535234160,42,46.84,-105.12,69.98,69.98,8.05
450,Bathsheba,20,BB,1535234400,69,13.22,-59.52,82.4,82.4,18.34
451,Perdoes,44,BR,1535237456,79,-21.09,-45.09,65.0,65.0,1.72
452,Skjervoy,44,NO,1535237457,100,70.03,20.97,51.05,51.05,11.23
453,Pacific Grove,1,US,1535236500,53,36.62,-121.92,73.4,67.05,16.11
454,Muros,20,ES,1535236200,93,42.77,-9.06,57.2,57.2,5.82
455,Veraval,0,FR,1535236200,93,49.65,0.71,57.2,49.41,4.7
456,Aljezur,0,PT,1535237458,87,37.31,-8.8,67.79,67.79,17.6
457,Wanxian,0,CN,1535237458,57,30.8,108.39,71.93,71.93,2.39
458,Anaconda,1,US,1535233980,3,46.13,-112.94,75.92,75.92,10.29
459,Grand Gaube,75,MU,1535234400,69,-20.01,57.66,73.4,73.4,14.99
460,Benghazi,40,LY,1535234400,83,32.12,20.07,78.8,78.8,12.01
461,Prince Rupert,90,CA,1535234400,87,54.32,-130.32,59.0,59.0,5.82
462,Tevriz,68,RU,1535237459,92,57.51,72.4,57.71,57.71,9.78
463,Samarai,100,PG,1535237459,100,-10.62,150.67,75.98,75.98,11.01
464,Mumford,92,GH,1535237460,93,5.26,-0.76,73.82,73.82,8.21
465,Pangani,92,KE,1535237460,91,-2.37,40.57,76.07,76.07,13.02
466,Buala,92,SB,1535237253,92,-8.15,159.59,81.74,81.74,5.64
467,Oktyabrskiy,0,RU,1535234400,87,55.61,37.97,59.0,56.1,4.47
468,Ostroh,12,UA,1535237460,96,50.33,26.52,63.29,63.29,6.53
469,Verkhneye Dubrovo,75,RU,1535234400,93,56.75,61.05,59.0,59.0,8.95
470,Coihaique,90,CL,1535234400,93,-45.58,-72.07,44.6,43.59,9.17
471,Campbell River,75,CA,1535234400,77,50.02,-125.24,62.6,61.32,2.17
472,Kelvington,64,CA,1535237462,68,52.16,-103.52,56.9,56.9,11.23
473,Shevchenkove,0,UA,1535234400,31,49.7,37.18,64.4,64.4,4.47
474,Mahebourg,75,MU,1535234400,69,-20.41,57.7,73.4,73.4,14.99
475,Boyolangu,8,ID,1535237258,87,-8.09,111.9,67.79,67.79,5.75
476,Khash,0,IR,1535237463,32,28.22,61.21,57.62,57.62,7.2
477,Taonan,80,CN,1535237463,99,45.34,122.78,63.2,63.2,11.23
478,Mogadishu,80,SO,1535237306,100,2.04,45.34,76.52,76.52,19.51
479,Payo,48,ID,1535237463,99,-3.75,103.64,72.47,72.47,3.51
480,Kavaratti,48,IN,1535237464,94,10.57,72.64,82.73,82.73,15.7
481,Chara,0,GR,1535233800,78,39.42,22.43,73.4,73.4,3.36
482,Kavarskas,64,LT,1535237464,98,55.43,24.93,55.55,55.55,6.98
483,Juneau,90,US,1535234160,96,58.3,-134.42,57.02,57.02,6.93
484,Port Macquarie,90,AU,1535234400,93,-31.43,152.91,53.6,53.6,5.82
485,Honiara,75,SB,1535234400,88,-9.43,159.96,78.8,78.8,6.93
486,Lesnoye,0,RU,1535237465,73,51.57,42.77,51.5,51.5,2.95
487,Otukpo,88,NG,1535237466,95,7.19,8.13,72.29,72.29,3.18
488,Veliki Crljeni,0,RS,1535236200,69,44.48,20.29,73.4,69.69,3.36
489,Leona Vicario,75,MX,1535233800,70,20.99,-87.21,86.0,86.0,5.82
490,Sennoy,0,RU,1535237466,89,52.16,46.96,51.77,51.77,2.95
491,Bhadasar,8,IN,1535237467,70,28.3,74.31,82.1,82.1,10.45
492,Santa Helena de Goias,56,BR,1535237467,75,-17.81,-50.6,71.93,71.93,8.43
493,Conakry,75,GN,1535234400,94,9.52,-13.7,78.8,78.8,6.93
494,Anchorage,75,US,1535234160,77,61.22,-149.89,60.98,59.7,6.93
495,Sindor,0,RU,1535237468,83,62.87,51.9,39.98,39.98,2.62
496,Consett,20,GB,1535235600,87,54.85,-1.83,50.0,48.22,2.24
497,Barcelos,0,PT,1535236200,82,41.53,-8.62,62.6,61.5,1.5
498,Broken Hill,0,AU,1535237468,58,-31.97,141.45,55.82,55.82,5.97
499,Elizabeth City,40,US,1535235300,76,36.3,-76.22,82.94,80.04,6.08
500,Pevek,36,RU,1535237469,100,69.7,170.27,37.46,37.46,10.45
501,Moses Lake,1,US,1535233980,35,47.13,-119.28,73.04,73.04,8.05
502,Neepawa,40,CA,1535234400,37,50.23,-99.46,69.8,69.8,12.75
503,Arti,36,RU,1535237470,91,56.43,58.53,53.93,53.93,5.64
504,Ankazoabo,0,MG,1535237470,74,-22.29,44.51,57.17,57.17,3.06
505,Talaya,76,RU,1535237470,96,55.79,84.89,58.16,58.16,3.18
506,Limoges,40,FR,1535236200,93,45.84,1.26,53.6,53.6,2.24
507,Manaure,40,CO,1535234400,70,11.78,-72.45,86.0,86.0,13.87
508,Trapani,0,IT,1535235600,78,38.02,12.54,78.8,77.0,5.82
509,Rabat,0,MA,1535236200,88,34.02,-6.83,64.4,64.4,2.24
510,Las Vegas,1,US,1535235300,12,36.17,-115.15,102.2,101.12,12.75
511,Sola,90,FI,1535235600,87,62.78,29.36,59.0,59.0,4.7
512,Amapa,75,HN,1535234580,70,15.09,-87.97,86.0,86.0,13.87
513,Fuzhou,40,CN,1535234400,94,26.08,119.3,80.6,80.6,8.95
514,Puerto Narino,75,CO,1535234400,69,-3.77,-70.38,82.4,82.4,5.82
515,Barabinsk,0,RU,1535237473,94,55.35,78.35,54.02,54.02,8.55
516,Tahe,68,CN,1535237367,80,52.34,124.71,67.25,67.25,3.18
517,Rome,40,IT,1535235600,78,41.89,12.48,77.0,74.71,5.82
518,Bonthe,92,SL,1535237473,100,7.53,-12.5,73.73,73.73,6.76
519,Wamba,64,CD,1535237474,96,2.14,27.99,67.52,67.52,2.51
520,Biograd na Moru,20,HR,1535236200,78,43.94,15.45,73.4,73.4,6.93
521,Montes Altos,100,BR,1535237474,33,-5.83,-47.07,89.57,89.57,7.99
522,Invermere,80,CA,1535237475,58,50.51,-116.03,53.39,53.39,1.95
523,Afsin,0,TR,1535237475,68,38.25,36.91,52.22,52.22,2.51
524,Novi Sanzhary,0,UA,1535237475,52,49.33,34.31,57.44,57.44,6.2
525,Piedra Gorda,88,EC,1535237475,71,-0.75,-80.04,79.67,79.67,5.75
526,Carutapera,0,BR,1535237476,81,-1.2,-46.02,79.13,79.13,7.65
527,Yulara,0,AU,1535234400,51,-25.24,130.99,37.4,37.4,5.82
528,Quatre Cocos,75,MU,1535234400,69,-20.21,57.76,73.4,73.4,14.99
529,Ambilobe,20,MG,1535237476,67,-13.19,49.05,69.77,69.77,7.43
530,Ishigaki,40,JP,1535234400,88,24.34,124.16,80.6,80.6,14.99
531,Fort Nelson,75,CA,1535236440,87,58.81,-122.69,57.2,57.2,4.7
532,Beloha,0,MG,1535237477,87,-25.17,45.06,59.78,59.78,5.19
533,Kuching,75,MY,1535236200,94,1.56,110.34,77.0,77.0,2.24
534,Margate,75,AU,1535236200,61,-43.03,147.26,48.2,48.2,13.87
535,Klyuchi,0,RU,1535237486,86,52.25,79.17,47.09,47.09,3.62
536,Trincomalee,80,LK,1535237487,88,8.58,81.23,76.97,76.97,14.25
537,Ixtapa,90,MX,1535233560,79,20.71,-105.21,86.0,86.0,4.7
538,Itapaci,8,BR,1535237543,62,-14.95,-49.55,73.01,73.01,0.6
539,Kaka,0,TM,1535237543,82,37.35,59.62,49.34,49.34,2.39
540,Okha,0,RU,1535237489,72,53.59,142.95,66.89,66.89,4.63
541,Keflavik,0,IS,1535234400,75,64.0,-22.56,48.2,47.37,6.93
542,Rudnya,0,RU,1535237489,76,50.8,44.56,51.41,51.41,2.62
543,The Valley,20,AI,1535234400,74,18.22,-63.06,84.2,82.47,13.87
544,Mishan,100,CN,1535237490,100,45.55,131.88,61.13,61.13,6.42
545,El Fuerte,24,MX,1535237487,72,26.42,-108.62,86.51,86.51,2.73
546,Shenkursk,0,RU,1535237490,82,62.11,42.91,60.05,60.05,5.75
547,Aripuana,92,BR,1535237490,87,-9.17,-60.63,73.55,73.55,4.18
548,Poum,44,MK,1535237491,92,41.28,20.71,57.98,57.98,2.06
549,Najran,40,SA,1535234400,17,17.54,44.22,86.0,86.0,2.62
550,North Bend,1,US,1535234160,62,43.41,-124.22,64.94,64.94,23.04
551,Zambezi,0,ZM,1535237491,63,-13.55,23.12,57.44,57.44,5.08
552,Hokitika,92,NZ,1535237492,100,-42.72,170.96,49.79,49.79,1.61
553,Yafran,0,LY,1535237492,70,32.06,12.53,66.98,66.98,5.08
554,Panacan,75,PH,1535234400,100,7.15,125.66,73.4,73.4,1.12
555,Cap Malheureux,75,MU,1535234400,69,-19.98,57.61,73.4,73.4,14.99
556,Miraflores,20,CO,1535237493,85,5.2,-73.14,53.57,53.57,1.95
557,Suzun,56,RU,1535237493,95,53.78,82.32,56.0,56.0,6.2
558,Cockburn Town,44,TC,1535237494,96,21.46,-71.14,83.72,83.72,17.6
559,Russell,0,AR,1535234400,62,-33.01,-68.8,62.6,62.6,2.24
560,Timoteo,8,BR,1535237494,61,-19.58,-42.64,71.75,71.75,6.64
561,Bage,64,NG,1535237494,94,10.95,11.38,70.85,70.85,3.51
562,Mopti,8,ML,1535237495,84,14.49,-4.19,78.59,78.59,13.69
563,Mission Bend,40,US,1535236500,59,29.69,-95.67,96.08,92.93,13.87
564,Siparia,20,TT,1535234400,74,10.14,-61.51,84.2,84.2,12.75
565,Alakurtti,44,RU,1535237496,90,66.96,30.34,51.77,51.77,5.53
566,Olawa,0,PL,1535236200,72,50.95,17.29,60.8,60.8,4.7
567,Reinosa,75,ES,1535236200,82,43.0,-4.14,64.4,64.4,6.93
568,Kichmengskiy Gorodok,20,RU,1535237496,92,59.99,45.81,50.6,50.6,4.97
569,Pisco,0,PE,1535234400,30,-13.71,-76.2,71.6,71.6,8.05
570,Santa Marta,20,CO,1535234400,49,11.24,-74.21,91.4,91.4,18.34
571,Raleigh,1,US,1535235600,46,35.78,-78.64,85.46,80.85,2.39
572,Yumen,92,CN,1535237497,48,40.29,97.04,63.2,63.2,7.65
